,image,point,x,y
53,../../aesthetics/gs/males/C2_172.jpg,52.0,232.0,331.0
53,../../aesthetics/gs/males/C2_172.jpg,53.0,250.0,339.0
53,../../aesthetics/gs/males/C2_172.jpg,54.0,267.0,351.0
53,../../aesthetics/gs/males/C2_172.jpg,55.0,250.0,359.0
53,../../aesthetics/gs/males/C2_172.jpg,56.0,233.0,364.0
53,../../aesthetics/gs/males/C2_172.jpg,57.0,219.0,365.0
53,../../aesthetics/gs/males/C2_172.jpg,58.0,207.0,362.0
53,../../aesthetics/gs/males/C2_172.jpg,59.0,194.0,356.0
53,../../aesthetics/gs/males/C2_172.jpg,60.0,187.0,348.0
53,../../aesthetics/gs/males/C2_172.jpg,61.0,208.0,344.0
53,../../aesthetics/gs/males/C2_172.jpg,62.0,219.0,346.0
53,../../aesthetics/gs/males/C2_172.jpg,63.0,232.0,345.0
53,../../aesthetics/gs/males/C2_172.jpg,64.0,260.0,351.0
53,../../aesthetics/gs/males/C2_172.jpg,65.0,232.0,346.0
53,../../aesthetics/gs/males/C2_172.jpg,66.0,219.0,347.0
53,../../aesthetics/gs/males/C2_172.jpg,67.0,208.0,345.0
53,../../aesthetics/gs/males/C2_172.jpg,68.0,227.0,94.0
54,../../aesthetics/gs/females/C2_021.jpg,0.0,104.0,245.0
54,../../aesthetics/gs/females/C2_021.jpg,1.0,106.0,277.0
54,../../aesthetics/gs/females/C2_021.jpg,2.0,111.0,309.0
54,../../aesthetics/gs/females/C2_021.jpg,3.0,116.0,340.0
54,../../aesthetics/gs/females/C2_021.jpg,4.0,124.0,370.0
54,../../aesthetics/gs/females/C2_021.jpg,5.0,141.0,396.0
54,../../aesthetics/gs/females/C2_021.jpg,6.0,165.0,415.0
54,../../aesthetics/gs/females/C2_021.jpg,7.0,194.0,431.0
54,../../aesthetics/gs/females/C2_021.jpg,8.0,226.0,437.0
54,../../aesthetics/gs/females/C2_021.jpg,9.0,259.0,432.0
54,../../aesthetics/gs/females/C2_021.jpg,10.0,291.0,418.0
54,../../aesthetics/gs/females/C2_021.jpg,11.0,321.0,399.0
54,../../aesthetics/gs/females/C2_021.jpg,12.0,341.0,374.0
54,../../aesthetics/gs/females/C2_021.jpg,13.0,351.0,342.0
54,../../aesthetics/gs/females/C2_021.jpg,14.0,357.0,309.0
54,../../aesthetics/gs/females/C2_021.jpg,15.0,363.0,275.0
54,../../aesthetics/gs/females/C2_021.jpg,16.0,366.0,240.0
54,../../aesthetics/gs/females/C2_021.jpg,17.0,117.0,219.0
54,../../aesthetics/gs/females/C2_021.jpg,18.0,134.0,206.0
54,../../aesthetics/gs/females/C2_021.jpg,19.0,157.0,203.0
54,../../aesthetics/gs/females/C2_021.jpg,20.0,179.0,206.0
54,../../aesthetics/gs/females/C2_021.jpg,21.0,200.0,215.0
54,../../aesthetics/gs/females/C2_021.jpg,22.0,255.0,216.0
54,../../aesthetics/gs/females/C2_021.jpg,23.0,277.0,206.0
54,../../aesthetics/gs/females/C2_021.jpg,24.0,300.0,202.0
54,../../aesthetics/gs/females/C2_021.jpg,25.0,323.0,205.0
54,../../aesthetics/gs/females/C2_021.jpg,26.0,341.0,217.0
54,../../aesthetics/gs/females/C2_021.jpg,27.0,228.0,238.0
54,../../aesthetics/gs/females/C2_021.jpg,28.0,228.0,258.0
54,../../aesthetics/gs/females/C2_021.jpg,29.0,228.0,277.0
54,../../aesthetics/gs/females/C2_021.jpg,30.0,228.0,297.0
54,../../aesthetics/gs/females/C2_021.jpg,31.0,205.0,317.0
54,../../aesthetics/gs/females/C2_021.jpg,32.0,216.0,321.0
54,../../aesthetics/gs/females/C2_021.jpg,33.0,228.0,324.0
54,../../aesthetics/gs/females/C2_021.jpg,34.0,240.0,321.0
54,../../aesthetics/gs/females/C2_021.jpg,35.0,251.0,317.0
54,../../aesthetics/gs/females/C2_021.jpg,36.0,144.0,241.0
54,../../aesthetics/gs/females/C2_021.jpg,37.0,159.0,231.0
54,../../aesthetics/gs/females/C2_021.jpg,38.0,177.0,231.0
54,../../aesthetics/gs/females/C2_021.jpg,39.0,193.0,244.0
54,../../aesthetics/gs/females/C2_021.jpg,40.0,176.0,248.0
54,../../aesthetics/gs/females/C2_021.jpg,41.0,157.0,248.0
54,../../aesthetics/gs/females/C2_021.jpg,42.0,264.0,244.0
54,../../aesthetics/gs/females/C2_021.jpg,43.0,281.0,230.0
54,../../aesthetics/gs/females/C2_021.jpg,44.0,300.0,229.0
54,../../aesthetics/gs/females/C2_021.jpg,45.0,315.0,240.0
54,../../aesthetics/gs/females/C2_021.jpg,46.0,302.0,247.0
54,../../aesthetics/gs/females/C2_021.jpg,47.0,283.0,247.0
54,../../aesthetics/gs/females/C2_021.jpg,48.0,178.0,361.0
54,../../aesthetics/gs/females/C2_021.jpg,49.0,198.0,354.0
54,../../aesthetics/gs/females/C2_021.jpg,50.0,216.0,348.0
54,../../aesthetics/gs/females/C2_021.jpg,51.0,227.0,352.0
54,../../aesthetics/gs/females/C2_021.jpg,52.0,239.0,348.0
54,../../aesthetics/gs/females/C2_021.jpg,53.0,257.0,354.0
54,../../aesthetics/gs/females/C2_021.jpg,54.0,278.0,360.0
54,../../aesthetics/gs/females/C2_021.jpg,55.0,257.0,372.0
54,../../aesthetics/gs/females/C2_021.jpg,56.0,239.0,377.0
54,../../aesthetics/gs/females/C2_021.jpg,57.0,226.0,378.0
54,../../aesthetics/gs/females/C2_021.jpg,58.0,214.0,377.0
54,../../aesthetics/gs/females/C2_021.jpg,59.0,197.0,372.0
54,../../aesthetics/gs/females/C2_021.jpg,60.0,186.0,361.0
54,../../aesthetics/gs/females/C2_021.jpg,61.0,216.0,360.0
54,../../aesthetics/gs/females/C2_021.jpg,62.0,227.0,362.0
54,../../aesthetics/gs/females/C2_021.jpg,63.0,240.0,360.0
54,../../aesthetics/gs/females/C2_021.jpg,64.0,269.0,361.0
54,../../aesthetics/gs/females/C2_021.jpg,65.0,238.0,361.0
54,../../aesthetics/gs/females/C2_021.jpg,66.0,227.0,362.0
54,../../aesthetics/gs/females/C2_021.jpg,67.0,215.0,361.0
54,../../aesthetics/gs/females/C2_021.jpg,68.0,227.0,108.0
55,../../aesthetics/gs/males/C2_045.jpg,0.0,106.0,245.0
55,../../aesthetics/gs/males/C2_045.jpg,1.0,108.0,276.0
55,../../aesthetics/gs/males/C2_045.jpg,2.0,116.0,306.0
55,../../aesthetics/gs/males/C2_045.jpg,3.0,126.0,337.0
55,../../aesthetics/gs/males/C2_045.jpg,4.0,135.0,367.0
55,../../aesthetics/gs/males/C2_045.jpg,5.0,150.0,395.0
55,../../aesthetics/gs/males/C2_045.jpg,6.0,169.0,421.0
55,../../aesthetics/gs/males/C2_045.jpg,7.0,191.0,440.0
55,../../aesthetics/gs/males/C2_045.jpg,8.0,222.0,445.0
55,../../aesthetics/gs/males/C2_045.jpg,9.0,254.0,439.0
55,../../aesthetics/gs/males/C2_045.jpg,10.0,283.0,419.0
55,../../aesthetics/gs/males/C2_045.jpg,11.0,309.0,395.0
55,../../aesthetics/gs/males/C2_045.jpg,12.0,329.0,366.0
55,../../aesthetics/gs/males/C2_045.jpg,13.0,341.0,333.0
55,../../aesthetics/gs/males/C2_045.jpg,14.0,346.0,298.0
55,../../aesthetics/gs/males/C2_045.jpg,15.0,349.0,263.0
55,../../aesthetics/gs/males/C2_045.jpg,16.0,349.0,229.0
55,../../aesthetics/gs/males/C2_045.jpg,17.0,111.0,220.0
55,../../aesthetics/gs/males/C2_045.jpg,18.0,121.0,203.0
55,../../aesthetics/gs/males/C2_045.jpg,19.0,141.0,199.0
55,../../aesthetics/gs/males/C2_045.jpg,20.0,162.0,203.0
55,../../aesthetics/gs/males/C2_045.jpg,21.0,182.0,214.0
55,../../aesthetics/gs/males/C2_045.jpg,22.0,227.0,211.0
55,../../aesthetics/gs/males/C2_045.jpg,23.0,249.0,197.0
55,../../aesthetics/gs/males/C2_045.jpg,24.0,274.0,191.0
55,../../aesthetics/gs/males/C2_045.jpg,25.0,299.0,194.0
55,../../aesthetics/gs/males/C2_045.jpg,26.0,318.0,209.0
55,../../aesthetics/gs/males/C2_045.jpg,27.0,206.0,235.0
55,../../aesthetics/gs/males/C2_045.jpg,28.0,206.0,256.0
55,../../aesthetics/gs/males/C2_045.jpg,29.0,207.0,276.0
55,../../aesthetics/gs/males/C2_045.jpg,30.0,207.0,298.0
55,../../aesthetics/gs/males/C2_045.jpg,31.0,191.0,320.0
55,../../aesthetics/gs/males/C2_045.jpg,32.0,200.0,324.0
55,../../aesthetics/gs/males/C2_045.jpg,33.0,210.0,327.0
55,../../aesthetics/gs/males/C2_045.jpg,34.0,222.0,322.0
55,../../aesthetics/gs/males/C2_045.jpg,35.0,233.0,318.0
55,../../aesthetics/gs/males/C2_045.jpg,36.0,139.0,240.0
55,../../aesthetics/gs/males/C2_045.jpg,37.0,151.0,230.0
55,../../aesthetics/gs/males/C2_045.jpg,38.0,168.0,230.0
55,../../aesthetics/gs/males/C2_045.jpg,39.0,183.0,242.0
55,../../aesthetics/gs/males/C2_045.jpg,40.0,167.0,247.0
55,../../aesthetics/gs/males/C2_045.jpg,41.0,151.0,248.0
55,../../aesthetics/gs/males/C2_045.jpg,42.0,242.0,239.0
55,../../aesthetics/gs/males/C2_045.jpg,43.0,256.0,227.0
55,../../aesthetics/gs/males/C2_045.jpg,44.0,274.0,225.0
55,../../aesthetics/gs/males/C2_045.jpg,45.0,287.0,234.0
55,../../aesthetics/gs/males/C2_045.jpg,46.0,276.0,242.0
55,../../aesthetics/gs/males/C2_045.jpg,47.0,259.0,243.0
55,../../aesthetics/gs/males/C2_045.jpg,48.0,174.0,367.0
55,../../aesthetics/gs/males/C2_045.jpg,49.0,187.0,358.0
55,../../aesthetics/gs/males/C2_045.jpg,50.0,200.0,353.0
55,../../aesthetics/gs/males/C2_045.jpg,51.0,213.0,357.0
55,../../aesthetics/gs/males/C2_045.jpg,52.0,227.0,352.0
55,../../aesthetics/gs/males/C2_045.jpg,53.0,245.0,355.0
55,../../aesthetics/gs/males/C2_045.jpg,54.0,262.0,362.0
55,../../aesthetics/gs/males/C2_045.jpg,55.0,246.0,372.0
55,../../aesthetics/gs/males/C2_045.jpg,56.0,229.0,378.0
55,../../aesthetics/gs/males/C2_045.jpg,57.0,215.0,381.0
55,../../aesthetics/gs/males/C2_045.jpg,58.0,200.0,380.0
55,../../aesthetics/gs/males/C2_045.jpg,59.0,188.0,376.0
55,../../aesthetics/gs/males/C2_045.jpg,60.0,180.0,367.0
55,../../aesthetics/gs/males/C2_045.jpg,61.0,201.0,363.0
55,../../aesthetics/gs/males/C2_045.jpg,62.0,214.0,364.0
55,../../aesthetics/gs/males/C2_045.jpg,63.0,228.0,361.0
55,../../aesthetics/gs/males/C2_045.jpg,64.0,255.0,362.0
55,../../aesthetics/gs/males/C2_045.jpg,65.0,227.0,362.0
55,../../aesthetics/gs/males/C2_045.jpg,66.0,214.0,365.0
55,../../aesthetics/gs/males/C2_045.jpg,67.0,200.0,363.0
55,../../aesthetics/gs/males/C2_045.jpg,68.0,212.0,99.0
56,../../aesthetics/gs/females/C2_137.jpg,0.0,129.0,239.0
56,../../aesthetics/gs/females/C2_137.jpg,1.0,127.0,270.0
56,../../aesthetics/gs/females/C2_137.jpg,2.0,130.0,301.0
56,../../aesthetics/gs/females/C2_137.jpg,3.0,136.0,331.0
56,../../aesthetics/gs/females/C2_137.jpg,4.0,146.0,359.0
56,../../aesthetics/gs/females/C2_137.jpg,5.0,162.0,383.0
56,../../aesthetics/gs/females/C2_137.jpg,6.0,185.0,404.0
56,../../aesthetics/gs/females/C2_137.jpg,7.0,210.0,421.0
56,../../aesthetics/gs/females/C2_137.jpg,8.0,239.0,427.0
56,../../aesthetics/gs/females/C2_137.jpg,9.0,270.0,424.0
56,../../aesthetics/gs/females/C2_137.jpg,10.0,299.0,410.0
56,../../aesthetics/gs/females/C2_137.jpg,11.0,326.0,392.0
56,../../aesthetics/gs/females/C2_137.jpg,12.0,347.0,369.0
56,../../aesthetics/gs/females/C2_137.jpg,13.0,362.0,342.0
56,../../aesthetics/gs/females/C2_137.jpg,14.0,371.0,310.0
56,../../aesthetics/gs/females/C2_137.jpg,15.0,376.0,278.0
56,../../aesthetics/gs/females/C2_137.jpg,16.0,379.0,245.0
56,../../aesthetics/gs/females/C2_137.jpg,17.0,151.0,202.0
56,../../aesthetics/gs/females/C2_137.jpg,18.0,165.0,188.0
56,../../aesthetics/gs/females/C2_137.jpg,19.0,186.0,183.0
56,../../aesthetics/gs/females/C2_137.jpg,20.0,207.0,184.0
56,../../aesthetics/gs/females/C2_137.jpg,21.0,225.0,193.0
56,../../aesthetics/gs/females/C2_137.jpg,22.0,269.0,191.0
56,../../aesthetics/gs/females/C2_137.jpg,23.0,292.0,181.0
56,../../aesthetics/gs/females/C2_137.jpg,24.0,316.0,181.0
56,../../aesthetics/gs/females/C2_137.jpg,25.0,338.0,188.0
56,../../aesthetics/gs/females/C2_137.jpg,26.0,353.0,204.0
56,../../aesthetics/gs/females/C2_137.jpg,27.0,245.0,218.0
56,../../aesthetics/gs/females/C2_137.jpg,28.0,244.0,239.0
56,../../aesthetics/gs/females/C2_137.jpg,29.0,243.0,260.0
56,../../aesthetics/gs/females/C2_137.jpg,30.0,241.0,282.0
56,../../aesthetics/gs/females/C2_137.jpg,31.0,218.0,302.0
56,../../aesthetics/gs/females/C2_137.jpg,32.0,229.0,306.0
56,../../aesthetics/gs/females/C2_137.jpg,33.0,241.0,309.0
56,../../aesthetics/gs/females/C2_137.jpg,34.0,254.0,306.0
56,../../aesthetics/gs/females/C2_137.jpg,35.0,266.0,303.0
56,../../aesthetics/gs/females/C2_137.jpg,36.0,172.0,226.0
56,../../aesthetics/gs/females/C2_137.jpg,37.0,186.0,215.0
56,../../aesthetics/gs/females/C2_137.jpg,38.0,203.0,215.0
56,../../aesthetics/gs/females/C2_137.jpg,39.0,217.0,228.0
56,../../aesthetics/gs/females/C2_137.jpg,40.0,202.0,231.0
56,../../aesthetics/gs/females/C2_137.jpg,41.0,185.0,232.0
56,../../aesthetics/gs/females/C2_137.jpg,42.0,277.0,228.0
56,../../aesthetics/gs/females/C2_137.jpg,43.0,293.0,215.0
56,../../aesthetics/gs/females/C2_137.jpg,44.0,311.0,214.0
56,../../aesthetics/gs/females/C2_137.jpg,45.0,323.0,225.0
56,../../aesthetics/gs/females/C2_137.jpg,46.0,311.0,231.0
56,../../aesthetics/gs/females/C2_137.jpg,47.0,293.0,231.0
56,../../aesthetics/gs/females/C2_137.jpg,48.0,196.0,347.0
56,../../aesthetics/gs/females/C2_137.jpg,49.0,213.0,338.0
56,../../aesthetics/gs/females/C2_137.jpg,50.0,229.0,333.0
56,../../aesthetics/gs/females/C2_137.jpg,51.0,241.0,337.0
56,../../aesthetics/gs/females/C2_137.jpg,52.0,254.0,333.0
56,../../aesthetics/gs/females/C2_137.jpg,53.0,272.0,339.0
56,../../aesthetics/gs/females/C2_137.jpg,54.0,291.0,347.0
56,../../aesthetics/gs/females/C2_137.jpg,55.0,272.0,359.0
56,../../aesthetics/gs/females/C2_137.jpg,56.0,254.0,364.0
56,../../aesthetics/gs/females/C2_137.jpg,57.0,241.0,365.0
56,../../aesthetics/gs/females/C2_137.jpg,58.0,228.0,364.0
56,../../aesthetics/gs/females/C2_137.jpg,59.0,212.0,359.0
56,../../aesthetics/gs/females/C2_137.jpg,60.0,204.0,347.0
56,../../aesthetics/gs/females/C2_137.jpg,61.0,229.0,346.0
56,../../aesthetics/gs/females/C2_137.jpg,62.0,241.0,347.0
56,../../aesthetics/gs/females/C2_137.jpg,63.0,253.0,346.0
56,../../aesthetics/gs/females/C2_137.jpg,64.0,283.0,348.0
56,../../aesthetics/gs/females/C2_137.jpg,65.0,254.0,347.0
56,../../aesthetics/gs/females/C2_137.jpg,66.0,241.0,348.0
56,../../aesthetics/gs/females/C2_137.jpg,67.0,229.0,347.0
56,../../aesthetics/gs/females/C2_137.jpg,68.0,245.0,94.0
57,../../aesthetics/gs/females/C2_032.jpg,0.0,104.0,237.0
57,../../aesthetics/gs/females/C2_032.jpg,1.0,105.0,270.0
57,../../aesthetics/gs/females/C2_032.jpg,2.0,110.0,303.0
57,../../aesthetics/gs/females/C2_032.jpg,3.0,118.0,334.0
57,../../aesthetics/gs/females/C2_032.jpg,4.0,126.0,366.0
57,../../aesthetics/gs/females/C2_032.jpg,5.0,143.0,394.0
57,../../aesthetics/gs/females/C2_032.jpg,6.0,168.0,417.0
57,../../aesthetics/gs/females/C2_032.jpg,7.0,199.0,433.0
57,../../aesthetics/gs/females/C2_032.jpg,8.0,233.0,438.0
57,../../aesthetics/gs/females/C2_032.jpg,9.0,267.0,433.0
57,../../aesthetics/gs/females/C2_032.jpg,10.0,296.0,415.0
57,../../aesthetics/gs/females/C2_032.jpg,11.0,321.0,392.0
57,../../aesthetics/gs/females/C2_032.jpg,12.0,339.0,364.0
57,../../aesthetics/gs/females/C2_032.jpg,13.0,348.0,332.0
57,../../aesthetics/gs/females/C2_032.jpg,14.0,356.0,299.0
57,../../aesthetics/gs/females/C2_032.jpg,15.0,361.0,266.0
57,../../aesthetics/gs/females/C2_032.jpg,16.0,362.0,232.0
57,../../aesthetics/gs/females/C2_032.jpg,17.0,127.0,203.0
57,../../aesthetics/gs/females/C2_032.jpg,18.0,141.0,187.0
57,../../aesthetics/gs/females/C2_032.jpg,19.0,162.0,181.0
57,../../aesthetics/gs/females/C2_032.jpg,20.0,184.0,182.0
57,../../aesthetics/gs/females/C2_032.jpg,21.0,206.0,190.0
57,../../aesthetics/gs/females/C2_032.jpg,22.0,258.0,190.0
57,../../aesthetics/gs/females/C2_032.jpg,23.0,280.0,182.0
57,../../aesthetics/gs/females/C2_032.jpg,24.0,302.0,179.0
57,../../aesthetics/gs/females/C2_032.jpg,25.0,324.0,185.0
57,../../aesthetics/gs/females/C2_032.jpg,26.0,338.0,200.0
57,../../aesthetics/gs/females/C2_032.jpg,27.0,233.0,220.0
57,../../aesthetics/gs/females/C2_032.jpg,28.0,233.0,243.0
57,../../aesthetics/gs/females/C2_032.jpg,29.0,234.0,265.0
57,../../aesthetics/gs/females/C2_032.jpg,30.0,234.0,288.0
57,../../aesthetics/gs/females/C2_032.jpg,31.0,211.0,308.0
57,../../aesthetics/gs/females/C2_032.jpg,32.0,222.0,313.0
57,../../aesthetics/gs/females/C2_032.jpg,33.0,234.0,317.0
57,../../aesthetics/gs/females/C2_032.jpg,34.0,246.0,312.0
57,../../aesthetics/gs/females/C2_032.jpg,35.0,258.0,307.0
57,../../aesthetics/gs/females/C2_032.jpg,36.0,154.0,232.0
57,../../aesthetics/gs/females/C2_032.jpg,37.0,167.0,221.0
57,../../aesthetics/gs/females/C2_032.jpg,38.0,185.0,221.0
57,../../aesthetics/gs/females/C2_032.jpg,39.0,201.0,232.0
57,../../aesthetics/gs/females/C2_032.jpg,40.0,185.0,238.0
57,../../aesthetics/gs/females/C2_032.jpg,41.0,167.0,239.0
57,../../aesthetics/gs/females/C2_032.jpg,42.0,265.0,231.0
57,../../aesthetics/gs/females/C2_032.jpg,43.0,280.0,220.0
57,../../aesthetics/gs/females/C2_032.jpg,44.0,298.0,220.0
57,../../aesthetics/gs/females/C2_032.jpg,45.0,312.0,230.0
57,../../aesthetics/gs/females/C2_032.jpg,46.0,299.0,237.0
57,../../aesthetics/gs/females/C2_032.jpg,47.0,281.0,236.0
57,../../aesthetics/gs/females/C2_032.jpg,48.0,186.0,357.0
57,../../aesthetics/gs/females/C2_032.jpg,49.0,204.0,347.0
57,../../aesthetics/gs/females/C2_032.jpg,50.0,221.0,342.0
57,../../aesthetics/gs/females/C2_032.jpg,51.0,234.0,345.0
57,../../aesthetics/gs/females/C2_032.jpg,52.0,245.0,342.0
57,../../aesthetics/gs/females/C2_032.jpg,53.0,262.0,346.0
57,../../aesthetics/gs/females/C2_032.jpg,54.0,280.0,355.0
57,../../aesthetics/gs/females/C2_032.jpg,55.0,262.0,368.0
57,../../aesthetics/gs/females/C2_032.jpg,56.0,246.0,373.0
57,../../aesthetics/gs/females/C2_032.jpg,57.0,233.0,375.0
57,../../aesthetics/gs/females/C2_032.jpg,58.0,220.0,374.0
57,../../aesthetics/gs/females/C2_032.jpg,59.0,204.0,369.0
57,../../aesthetics/gs/females/C2_032.jpg,60.0,195.0,357.0
57,../../aesthetics/gs/females/C2_032.jpg,61.0,221.0,354.0
57,../../aesthetics/gs/females/C2_032.jpg,62.0,234.0,355.0
57,../../aesthetics/gs/females/C2_032.jpg,63.0,245.0,353.0
57,../../aesthetics/gs/females/C2_032.jpg,64.0,272.0,355.0
57,../../aesthetics/gs/females/C2_032.jpg,65.0,245.0,354.0
57,../../aesthetics/gs/females/C2_032.jpg,66.0,233.0,356.0
57,../../aesthetics/gs/females/C2_032.jpg,67.0,221.0,355.0
57,../../aesthetics/gs/females/C2_032.jpg,68.0,226.0,91.0
58,../../aesthetics/gs/males/C2_090.jpg,0.0,125.0,239.0
58,../../aesthetics/gs/males/C2_090.jpg,1.0,128.0,272.0
58,../../aesthetics/gs/males/C2_090.jpg,2.0,134.0,304.0
58,../../aesthetics/gs/males/C2_090.jpg,3.0,140.0,336.0
58,../../aesthetics/gs/males/C2_090.jpg,4.0,152.0,364.0
58,../../aesthetics/gs/males/C2_090.jpg,5.0,173.0,386.0
58,../../aesthetics/gs/males/C2_090.jpg,6.0,201.0,404.0
58,../../aesthetics/gs/males/C2_090.jpg,7.0,233.0,415.0
58,../../aesthetics/gs/males/C2_090.jpg,8.0,268.0,417.0
58,../../aesthetics/gs/males/C2_090.jpg,9.0,300.0,410.0
58,../../aesthetics/gs/males/C2_090.jpg,10.0,326.0,393.0
58,../../aesthetics/gs/males/C2_090.jpg,11.0,346.0,370.0
58,../../aesthetics/gs/males/C2_090.jpg,12.0,359.0,343.0
58,../../aesthetics/gs/males/C2_090.jpg,13.0,364.0,314.0
58,../../aesthetics/gs/males/C2_090.jpg,14.0,366.0,285.0
58,../../aesthetics/gs/males/C2_090.jpg,15.0,367.0,256.0
58,../../aesthetics/gs/males/C2_090.jpg,16.0,366.0,227.0
58,../../aesthetics/gs/males/C2_090.jpg,17.0,152.0,205.0
58,../../aesthetics/gs/males/C2_090.jpg,18.0,168.0,187.0
58,../../aesthetics/gs/males/C2_090.jpg,19.0,191.0,179.0
58,../../aesthetics/gs/males/C2_090.jpg,20.0,216.0,181.0
58,../../aesthetics/gs/males/C2_090.jpg,21.0,239.0,188.0
58,../../aesthetics/gs/males/C2_090.jpg,22.0,275.0,185.0
58,../../aesthetics/gs/males/C2_090.jpg,23.0,297.0,178.0
58,../../aesthetics/gs/males/C2_090.jpg,24.0,319.0,177.0
58,../../aesthetics/gs/males/C2_090.jpg,25.0,339.0,184.0
58,../../aesthetics/gs/males/C2_090.jpg,26.0,351.0,202.0
58,../../aesthetics/gs/males/C2_090.jpg,27.0,261.0,213.0
58,../../aesthetics/gs/males/C2_090.jpg,28.0,263.0,230.0
58,../../aesthetics/gs/males/C2_090.jpg,29.0,265.0,246.0
58,../../aesthetics/gs/males/C2_090.jpg,30.0,267.0,263.0
58,../../aesthetics/gs/males/C2_090.jpg,31.0,243.0,291.0
58,../../aesthetics/gs/males/C2_090.jpg,32.0,255.0,291.0
58,../../aesthetics/gs/males/C2_090.jpg,33.0,267.0,292.0
58,../../aesthetics/gs/males/C2_090.jpg,34.0,277.0,290.0
58,../../aesthetics/gs/males/C2_090.jpg,35.0,286.0,288.0
58,../../aesthetics/gs/males/C2_090.jpg,36.0,180.0,226.0
58,../../aesthetics/gs/males/C2_090.jpg,37.0,194.0,216.0
58,../../aesthetics/gs/males/C2_090.jpg,38.0,211.0,215.0
58,../../aesthetics/gs/males/C2_090.jpg,39.0,227.0,224.0
58,../../aesthetics/gs/males/C2_090.jpg,40.0,212.0,228.0
58,../../aesthetics/gs/males/C2_090.jpg,41.0,195.0,230.0
58,../../aesthetics/gs/males/C2_090.jpg,42.0,287.0,222.0
58,../../aesthetics/gs/males/C2_090.jpg,43.0,301.0,212.0
58,../../aesthetics/gs/males/C2_090.jpg,44.0,317.0,212.0
58,../../aesthetics/gs/males/C2_090.jpg,45.0,329.0,220.0
58,../../aesthetics/gs/males/C2_090.jpg,46.0,318.0,225.0
58,../../aesthetics/gs/males/C2_090.jpg,47.0,302.0,225.0
58,../../aesthetics/gs/males/C2_090.jpg,48.0,224.0,342.0
58,../../aesthetics/gs/males/C2_090.jpg,49.0,240.0,326.0
58,../../aesthetics/gs/males/C2_090.jpg,50.0,257.0,316.0
58,../../aesthetics/gs/males/C2_090.jpg,51.0,268.0,319.0
58,../../aesthetics/gs/males/C2_090.jpg,52.0,279.0,315.0
58,../../aesthetics/gs/males/C2_090.jpg,53.0,293.0,323.0
58,../../aesthetics/gs/males/C2_090.jpg,54.0,305.0,337.0
58,../../aesthetics/gs/males/C2_090.jpg,55.0,295.0,349.0
58,../../aesthetics/gs/males/C2_090.jpg,56.0,282.0,356.0
58,../../aesthetics/gs/males/C2_090.jpg,57.0,269.0,358.0
58,../../aesthetics/gs/males/C2_090.jpg,58.0,258.0,358.0
58,../../aesthetics/gs/males/C2_090.jpg,59.0,241.0,352.0
58,../../aesthetics/gs/males/C2_090.jpg,60.0,232.0,340.0
58,../../aesthetics/gs/males/C2_090.jpg,61.0,257.0,333.0
58,../../aesthetics/gs/males/C2_090.jpg,62.0,268.0,334.0
58,../../aesthetics/gs/males/C2_090.jpg,63.0,279.0,332.0
58,../../aesthetics/gs/males/C2_090.jpg,64.0,298.0,336.0
58,../../aesthetics/gs/males/C2_090.jpg,65.0,280.0,335.0
58,../../aesthetics/gs/males/C2_090.jpg,66.0,268.0,337.0
58,../../aesthetics/gs/males/C2_090.jpg,67.0,258.0,336.0
58,../../aesthetics/gs/males/C2_090.jpg,68.0,243.0,109.0
59,../../aesthetics/gs/males/C2_166.jpg,0.0,100.0,214.0
59,../../aesthetics/gs/males/C2_166.jpg,1.0,100.0,248.0
59,../../aesthetics/gs/males/C2_166.jpg,2.0,104.0,282.0
59,../../aesthetics/gs/males/C2_166.jpg,3.0,110.0,314.0
59,../../aesthetics/gs/males/C2_166.jpg,4.0,121.0,345.0
59,../../aesthetics/gs/males/C2_166.jpg,5.0,138.0,371.0
59,../../aesthetics/gs/males/C2_166.jpg,6.0,162.0,392.0
59,../../aesthetics/gs/males/C2_166.jpg,7.0,190.0,407.0
59,../../aesthetics/gs/males/C2_166.jpg,8.0,221.0,412.0
59,../../aesthetics/gs/males/C2_166.jpg,9.0,254.0,409.0
59,../../aesthetics/gs/males/C2_166.jpg,10.0,284.0,396.0
59,../../aesthetics/gs/males/C2_166.jpg,11.0,312.0,378.0
59,../../aesthetics/gs/males/C2_166.jpg,12.0,333.0,355.0
59,../../aesthetics/gs/males/C2_166.jpg,13.0,347.0,326.0
59,../../aesthetics/gs/males/C2_166.jpg,14.0,355.0,295.0
59,../../aesthetics/gs/males/C2_166.jpg,15.0,360.0,263.0
59,../../aesthetics/gs/males/C2_166.jpg,16.0,364.0,230.0
59,../../aesthetics/gs/males/C2_166.jpg,17.0,125.0,184.0
59,../../aesthetics/gs/males/C2_166.jpg,18.0,140.0,164.0
59,../../aesthetics/gs/males/C2_166.jpg,19.0,164.0,156.0
59,../../aesthetics/gs/males/C2_166.jpg,20.0,189.0,156.0
59,../../aesthetics/gs/males/C2_166.jpg,21.0,213.0,164.0
59,../../aesthetics/gs/males/C2_166.jpg,22.0,252.0,169.0
59,../../aesthetics/gs/males/C2_166.jpg,23.0,278.0,165.0
59,../../aesthetics/gs/males/C2_166.jpg,24.0,303.0,168.0
59,../../aesthetics/gs/males/C2_166.jpg,25.0,326.0,180.0
