dataset,img_num,nose_width,nose_length,lip_thickness,face_length,eye_height,eye_width,face_width_prom,face_width_mouth,forehead_length,distance_btw_pupils,dist_btw_pupils_top,dist_btw_pupils_lip,chin_length,length_cheek_to_chin,brow_to_hair,fWHR,face_shape,heartshapeness,nose_shape,lip_fullness,eye_shape,eye_size,upper_head_len,midface_len,chin_size,forehead_height,cheek_height,cheek_prominence,face_roundness,imgName,FA,CA,AV
eDataset,16.0,32.3882694814,51.6236379966,10.9453840701,240.018749268,8.0622577483,27.0992721189,149.281613067,122.494897853,121.276543486,68.7404538827,119.406082341,64.1952051926,37.8549864615,112.26764571,102.615788259,1.80132126489,0.621958132533,1.21867617088,0.627392232286,0.0456022044256,0.297508276714,0.0335901164926,0.505279457777,0.267459127207,0.157716789113,0.427532384749,0.467745315951,0.111602594781,0.510355537752,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Adcock_17_oval.jpg,677.632841741,120.963990038,37.0027136945
eDataset,17.0,29.0172362571,51.0392006207,13.0710678119,246.164579093,9.75657439761,27.5356688476,161.111762451,138.090550003,95.1314879522,68.5164213893,100.600695823,69.3159315803,55.0363516233,114.764778683,78.6018447621,1.819426845,0.654487997601,1.16671099107,0.568528423334,0.0530988977376,0.35432494673,0.0396343553307,0.386454819384,0.281583694274,0.223575430007,0.319306071782,0.46621158538,0.0935195978767,0.560968399724,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Cavender_3_oval.jpg,755.445117663,127.168077571,26.6387753132
eDataset,18.0,36.0138862107,48.0104155366,20.0453610172,249.128480909,9.28318238797,31.07015868,174.232603149,144.055544843,110.643571887,80.6876694421,110.607978917,65.7049452885,44.283179651,125.088054884,86.1930971714,1.99070979602,0.699368464469,1.20948210177,0.750126525842,0.0804619405379,0.298781299561,0.0372626299253,0.444122532613,0.263739196132,0.177752376964,0.345978496144,0.5021025875,0.121130503408,0.578237961061,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Gilmore_7_oval.jpg,726.385223227,127.556091875,62.7413258261
eDataset,19.0,32.0624390838,58.2151183113,13.5908910219,252.007936383,10.511924985,31.5158730129,171.073083798,147.003401321,114.354711315,80.0,116.560338452,78.3363059815,46.0108682813,118.114348641,89.0084265674,1.64855741818,0.678840064535,1.16373554802,0.550757947657,0.0539304087681,0.333543829826,0.0417126743542,0.453774245988,0.310848567334,0.182577060634,0.353196918497,0.468692971881,0.0955116049987,0.583328459536,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Kuhns_5_oval.jpg,734.652687892,108.765619035,44.3411826216
eDataset,20.0,37.0540146273,48.0416485979,16.0,226.055302968,7.25832409459,33.5369603851,183.043710627,151.003311222,96.5194280961,82.1233827847,106.71369406,65.7282699902,45.0,108.169740958,76.9171632342,2.06776257055,0.809729779498,1.21218342264,0.771289406354,0.0707791402808,0.216427607369,0.0321086212059,0.426972633815,0.290761902628,0.19906633204,0.34025816791,0.478510079336,0.141736995258,0.66799278424,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Mashburn_5_oval.jpg,714.281450588,123.003316351,103.603435182
eDataset,21.0,46.0434577329,56.0802995712,27.0539000505,245.051015097,6.04138126515,31.0724115024,172.290452434,142.17243052,99.0201999594,82.1233827847,102.757603125,64.8206747759,37.0540146273,129.898847732,74.0607858451,1.8699627038,0.703079937727,1.21184150685,0.821027314135,0.110401093584,0.194429108429,0.0246535655556,0.404079941967,0.264519103299,0.151209390472,0.302225990845,0.530089000779,0.122905109788,0.580174827939,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Reynoso_13_oval.jpg,679.62712851,106.552813231,99.8591835417
eDataset,22.0,31.0,58.0086200491,16.0912568863,243.296115875,8.03893375962,25.5384048104,154.003246719,130.096118313,120.598507453,64.0175757117,122.331516789,65.3076156782,39.0128184063,112.960030397,100.450236436,1.75000864695,0.632986869375,1.18376511703,0.534403334776,0.0661385687494,0.314778225942,0.033041767768,0.495686119031,0.268428517419,0.16035117645,0.412872339019,0.46429031549,0.0982635021543,0.534723367221,../../../MIT2kFaceDataset/2kfaces/Google_1_Anthony Riddell_7_oval.jpg,644.55693355,102.617412058,39.812867083
eDataset,23.0,39.1152144312,54.3323108288,20.5695336846,246.519776083,7.03553390593,28.0890535665,159.452187191,135.369863707,107.116758726,71.1424627069,110.352276823,68.0219911949,39.1152144312,122.905631577,82.5378700961,1.68054023924,0.646812964561,1.17790018269,0.719925470397,0.0834396899567,0.250472444338,0.0285394300519,0.434515885209,0.275929145628,0.158669681811,0.334812368434,0.498562969388,0.0976892153111,0.549123749249,../../../MIT2kFaceDataset/2kfaces/Google_1_Antonio Amey_7_oval.jpg,702.063167527,110.489963032,26.5521499554
eDataset,24.0,31.5753068077,57.706152185,17.2691068391,241.0,6.4976936762,26.0525903299,159.050306507,133.506554146,115.948264325,67.1732833796,118.037335195,72.7996857638,40.8044115262,114.308072916,89.6018973013,1.51755473383,0.659959778038,1.19132957572,0.547174011992,0.0716560449753,0.24940681882,0.0269613845485,0.48111312998,0.302073384912,0.169312910897,0.371792104985,0.474307356499,0.105990673697,0.553969104341,../../../MIT2kFaceDataset/2kfaces/Google_1_Antonio Benn_12_oval.jpg,717.496578636,115.977759841,31.216887386
eDataset,25.0,40.049968789,51.0881590978,18.0,248.243831746,6.78823660949,28.5453173905,155.080624193,127.47548784,113.357840488,74.0152011414,115.578166191,63.8595705656,41.0121933088,117.066465925,87.0703738363,1.68008545251,0.624710886478,1.21655250606,0.783938382128,0.072509354506,0.237805609818,0.0273450363771,0.45663910233,0.257245346708,0.16520931465,0.350745366859,0.471578548805,0.111201701,0.513509185478,../../../MIT2kFaceDataset/2kfaces/Google_1_Antonio Helmick_5_oval.jpg,687.852209817,122.20424451,42.3336623684
eDataset,26.0,34.2344855372,56.3205113613,10.9356178899,244.989795706,6.29138126515,25.6747811467,165.978914323,140.577380826,117.720006796,64.3292313027,118.152972878,75.0171775415,44.0,112.778515664,93.9321563683,1.69514125439,0.677493174135,1.18069431475,0.607851113383,0.0446370342015,0.245041281139,0.0256801767887,0.480509836978,0.306205314901,0.179599317079,0.383412525806,0.460339645326,0.103684047019,0.573809127116,../../../MIT2kFaceDataset/2kfaces/Google_1_April Farris_9_oval.jpg,751.639313048,121.102946748,45.490553955
eDataset,27.0,35.0,59.1354377679,10.0,245.521893117,6.05177990985,24.1349812012,157.384878562,131.015266286,119.104995697,64.0488095127,115.597631896,72.3212197,43.5660418216,125.473533598,103.846039886,1.78661979987,0.641021770253,1.20127129474,0.591861687697,0.0407295653883,0.250747239428,0.0246486365554,0.485109471032,0.294561184674,0.177442594908,0.422960407186,0.511048249118,0.107402284746,0.533619485507,../../../MIT2kFaceDataset/2kfaces/Google_1_April Hewett_13_oval.jpg,718.742486427,123.837423109,36.0789570873
eDataset,28.0,34.0587727319,59.076221951,16.5355339059,241.099564496,7.5,30.6450917619,163.196200936,139.43457247,118.067777145,74.5821694509,118.192903763,67.8159962637,39.0512483795,115.187032989,94.1408519188,1.75851236773,0.67688301834,1.17041418097,0.576522526443,0.0685838397947,0.244737397371,0.0311074804954,0.489705476624,0.281277970807,0.161971459638,0.390464628651,0.477757117606,0.0985552525385,0.578327765801,../../../MIT2kFaceDataset/2kfaces/Google_1_April Mattern_9_oval.jpg,691.390380012,124.719834916,37.8318943435
eDataset,29.0,35.1283361405,59.1354377679,13.1169379509,246.032518176,10.5592498693,32.7244099955,165.366260162,140.698258696,109.01834708,72.6102609829,108.01417731,70.5875881081,41.0487515035,125.161580301,83.0376420667,1.69973360227,0.672131722213,1.17532556334,0.594031894689,0.0533138385454,0.322671970885,0.0429181067104,0.443105439427,0.286903489959,0.166842788945,0.337506776268,0.508719665308,0.100263175166,0.571868547047,../../../MIT2kFaceDataset/2kfaces/Google_1_April Seaton_5_oval.jpg,709.437511916,122.439622025,43.9981916453
eDataset,30.0,32.0156211872,55.0090901579,12.0811388301,245.130577448,9.11671132298,25.7481982981,146.123235661,119.016805536,125.063983624,62.5979232882,122.793016902,66.5677055278,39.1152144312,115.747964431,105.529616696,1.74919504717,0.596103665165,1.22775296314,0.582006012011,0.0492845036138,0.354071815722,0.0371912448373,0.510193321969,0.271560187313,0.159568891154,0.430503684178,0.472189008958,0.110579554811,0.485524110354,../../../MIT2kFaceDataset/2kfaces/Google_1_Arthur Albright_5_oval.jpg,654.031423635,108.326580901,57.395420189
eDataset,31.0,38.8329756779,59.4390444069,16.4224320479,243.018517813,7.91217254821,28.9461965876,163.248277173,132.37069162,121.564797536,70.9454015423,116.609658691,68.7311941105,37.3630833845,123.6657783,99.9599919968,1.78522732281,0.671752418879,1.23326602872,0.653324360535,0.0675768751931,0.273340662365,0.0325578997824,0.500228536616,0.282822867694,0.153745828593,0.411326646613,0.508873889169,0.127058570807,0.544693848071,../../../MIT2kFaceDataset/2kfaces/Google_1_Arthur Featherstone_1_oval.jpg,706.03247991,126.581928818,29.5332683556
eDataset,32.0,43.0,56.2227711875,25.5,245.081619058,12.5498371576,36.5904656607,179.178681768,151.558569537,93.6215787092,85.5058477532,97.4503078497,73.552356415,38.2099463491,129.681598613,62.4539830595,1.7043393664,0.73109800097,1.18224051807,0.764814666581,0.104046970548,0.342981072555,0.0512067661616,0.382001633044,0.300113720065,0.155907025978,0.254829322981,0.529136371431,0.112697607994,0.618400392976,../../../MIT2kFaceDataset/2kfaces/Google_1_Arthur Mcelhaney_13_oval.jpg,794.364699227,136.181026015,107.918320975
eDataset,33.0,43.0116263352,53.0848377599,24.0606066582,252.071418451,11.1954650386,29.3844726321,167.430582631,140.128512445,124.064499354,79.1012010023,123.520494251,75.1191593212,32.14031736,124.75244534,98.1274681218,1.70528224991,0.664218829962,1.19483593816,0.810243153228,0.0954515462563,0.380999352236,0.0444138613865,0.492179954857,0.298007444806,0.127504806207,0.389284389023,0.49490912578,0.108310852351,0.555907977611,../../../MIT2kFaceDataset/2kfaces/Google_1_Arthur Winston_1_oval.jpg,752.586482792,122.362465586,41.6002381933
eDataset,34.0,31.2569992162,55.4436651025,20.5,242.192072537,11.8415148397,31.807092895,163.229899222,137.873130087,115.918074518,71.3442359269,116.097211422,72.9681871941,36.2215405525,115.545607992,89.3784090259,1.65594071734,0.673968794733,1.1839137845,0.563761417258,0.0846435632068,0.372291641956,0.0488930736487,0.47862043255,0.30128231048,0.149557085717,0.369039366522,0.477082535285,0.104696941024,0.569271853709,../../../MIT2kFaceDataset/2kfaces/Google_1_Audrey Persinger_7_oval.jpg,741.502139992,132.90399415,29.4098059292
eDataset,35.0,37.0540146273,65.0,15.5615528128,252.049598294,9.62671208266,30.0593692977,166.0,130.061523903,121.696343413,69.0887110894,116.293002799,74.5142490456,37.483329628,130.065408413,98.9570613953,1.73819607214,0.658600533878,1.27631904516,0.570061763497,0.0617400421114,0.320256622396,0.0381937211875,0.482826968329,0.295633278331,0.148714101834,0.392609478711,0.516031008554,0.142584937013,0.516015596865,../../../MIT2kFaceDataset/2kfaces/Google_1_Barbara Erdman_9_oval.jpg,747.160666072,134.87387985,37.878603527
eDataset,36.0,32.0624390838,47.0956473573,14.5413812651,235.478236786,6.04138126515,27.5096118313,162.111073033,139.43457247,104.479663093,71.0158433027,106.995911137,65.9639774209,41.0121933088,111.745085539,82.8869712319,1.84835754744,0.688433356924,1.16263183629,0.680794104825,0.061752548616,0.219609833181,0.0256557945549,0.443691376828,0.280127702335,0.174165535926,0.35199419005,0.474545278851,0.0962997722098,0.592133584714,../../../MIT2kFaceDataset/2kfaces/Google_1_Barbara Gagne_5_oval.jpg,680.778389649,112.158182927,27.4072353194
eDataset,37.0,35.0570962859,56.0089278598,13.0622577483,247.584329068,7.78112887415,28.0866358232,156.080107637,130.003846097,113.159179919,68.1487343976,112.903996829,64.6652413992,43.0116263352,117.145927756,89.2692556259,1.71516601799,0.63041190137,1.20058069298,0.625919788604,0.0527588228119,0.2770402594,0.0314281962168,0.457053079027,0.261184710852,0.173725156585,0.360561009503,0.473155664567,0.10532274655,0.52508915482,../../../MIT2kFaceDataset/2kfaces/Google_1_Barbara Oakes_13_oval.jpg,686.337293642,118.643574252,32.4228287194
eDataset,38.0,33.0,54.0092584656,12.5,244.051224131,8.80700326122,29.5086181285,168.047612301,146.08559135,106.042444332,75.0016666481,111.072048689,64.9357586516,44.0113621693,120.259832915,81.0755820207,1.78751298463,0.688575166541,1.15033666735,0.611006352199,0.0512187555891,0.298455292717,0.0360866998007,0.434508963067,0.266074300109,0.180336576167,0.332207233581,0.492764719143,0.0899893906668,0.598585775874,../../../MIT2kFaceDataset/2kfaces/Google_1_Barbara Pierson_5_oval.jpg,681.191632277,110.794056153,38.4752665136
eDataset,39.0,23.0867927612,48.1663783152,16.5453610172,246.172703605,10.298693588,24.6110577417,148.569848893,121.016527797,124.197423484,59.076221951,122.888414832,64.5218393617,34.0587727319,109.086872446,101.29782821,1.74833435409,0.603518776523,1.2276822976,0.479313445785,0.0672103802531,0.41845798324,0.0418352377709,0.504513382943,0.262099893355,0.138353165209,0.411490903445,0.443131471722,0.11192679242,0.491591984102,../../../MIT2kFaceDataset/2kfaces/Google_1_Barbara Trawick_5_oval.jpg,705.645383209,137.889108246,82.6995327074
eDataset,40.0,32.14031736,56.0089278598,15.5413812651,248.002016121,7.25832409459,26.5753911811,161.049681776,145.003448235,111.220501707,72.1734023031,112.562482649,70.6266576703,45.0444225182,121.591904334,92.6633692459,1.75944920773,0.64938859891,1.11066104797,0.573842753078,0.0626663504928,0.27312200393,0.029267197937,0.448466119134,0.284782594815,0.181629259402,0.373639580417,0.490285951043,0.0647020286031,0.584686570307,../../../MIT2kFaceDataset/2kfaces/Google_1_Barbara Zimmerman_2_oval.jpg,688.760856207,108.903808672,27.656651477
eDataset,41.0,25.0,51.0098029794,19.0771284847,249.050195744,12.8343003662,29.5813372285,161.111762451,133.0,117.388244727,68.0294054068,117.30862074,72.8384950795,37.8549864615,122.613368178,94.2828192196,1.7702184546,0.646904781462,1.21136663497,0.490101873361,0.0765995321857,0.433864779914,0.0515329864644,0.471343715977,0.292465118776,0.15199741702,0.378569544738,0.492323918125,0.112875889805,0.534028891657,../../../MIT2kFaceDataset/2kfaces/Google_1_Beatrice Mark_1_oval.jpg,743.623683715,123.97947281,35.3461561493
eDataset,42.0,35.0570962859,54.1479454827,26.555976887,244.204832057,7.78945296874,27.6562697901,166.433169771,144.280975877,113.039815994,69.6796239944,117.00961499,71.4667669362,35.3553390593,121.62674318,86.0523096727,1.69512358942,0.681531026102,1.15353509885,0.647431697978,0.108744682336,0.28165233518,0.0318972106454,0.462889350067,0.292650912491,0.144777393475,0.352377587895,0.498052156281,0.0907115297736,0.590819496329,../../../MIT2kFaceDataset/2kfaces/Google_1_Beatrice Melancon_7_oval.jpg,714.129746442,103.823178099,28.8655025879
eDataset,43.0,31.0,55.0090901579,13.0,244.131112315,7.03823660949,25.6303729931,150.003333296,126.253712817,113.13708499,65.5019083691,112.035987522,64.7928750713,42.0119030752,115.665758395,86.5231182979,1.6302543418,0.614437594103,1.18811027375,0.563543223693,0.0532500748337,0.274605313445,0.0288297404733,0.463427557091,0.265401957403,0.172087460205,0.354412501863,0.47378540694,0.0972822359855,0.517155358117,../../../MIT2kFaceDataset/2kfaces/Google_1_Becky Deboer_5_oval.jpg,692.650847446,127.047990943,37.8231069018
eDataset,44.0,37.3363094052,56.7186036499,12.6733203179,245.293701509,5.60043856275,29.8154239148,167.451485511,140.035709731,110.163514831,69.6509152847,111.112555546,67.2359749288,44.4072066223,123.066430375,89.4538987412,1.86172162703,0.682657094256,1.19577703311,0.658272718342,0.0516659018961,0.187836959111,0.0228315628501,0.449108616135,0.274103959927,0.181036880887,0.36468078141,0.501710519341,0.111767141232,0.570889953024,../../../MIT2kFaceDataset/2kfaces/Google_1_Becky Hake_1_oval.jpg,683.373792181,112.11484219,40.1822210062
eDataset,45.0,31.0,61.0081961707,16.0413812651,249.050195744,12.0674906006,29.7700271187,157.155973479,134.033577883,112.040171367,70.0017856915,108.752586176,75.2244414347,39.1152144312,121.145379519,89.5125689498,1.62801307452,0.631021280707,1.17251196276,0.508128447418,0.0644102335164,0.405357057704,0.0484540498536,0.449869838619,0.30204530139,0.157057553456,0.359415774328,0.48642956958,0.0928423104707,0.538178970236,../../../MIT2kFaceDataset/2kfaces/Google_1_Becky Mcardle_7_oval.jpg,697.462264263,107.226148619,33.85555885
eDataset,46.0,40.0,58.0,9.18910180062,245.008163129,3.5,29.5427728736,161.012421881,137.014597762,117.0683561,70.0071424927,119.83452132,61.077344949,44.0454310911,122.676099113,95.6308004777,1.81934939979,0.657171662464,1.17514793687,0.689655172414,0.0375052883269,0.118472291514,0.0142852383174,0.477814104661,0.249286979539,0.179771279979,0.390316792944,0.500702089051,0.0979470390378,0.559224623427,../../../MIT2kFaceDataset/2kfaces/Google_1_Becky Nevels_9_oval.jpg,678.039637996,123.502975191,29.3512098729
eDataset,47.0,35.1283361405,55.2268050859,14.2875925164,242.018594327,5.31085001109,26.1913512484,156.460857725,133.06013678,110.887330205,70.3011379709,113.71290604,62.6971063098,42.1900462195,110.720639273,85.735057007,1.73840032122,0.646482796745,1.17586575146,0.636074023943,0.0590351024727,0.202771134667,0.0219439751142,0.458176903776,0.259059046616,0.174325639469,0.354249875905,0.457488151195,0.0966897647249,0.54979303202,../../../MIT2kFaceDataset/2kfaces/Google_1_Becky Richmond_1_oval.jpg,679.923635705,117.217455633,28.8027223762
eDataset,48.0,31.0161248385,50.0899191455,11.5,230.9567059,6.78823660949,23.6010360848,155.32224567,129.034879006,117.745488236,58.5768725693,115.58654766,62.9264891705,45.1774279923,112.752839737,96.4585403166,1.82476512979,0.672516717214,1.20372295357,0.619208922028,0.0497928819828,0.287624517208,0.0293918142929,0.50981627824,0.272460108596,0.195609942635,0.41764771428,0.488199029763,0.113819456171,0.558697261043,../../../MIT2kFaceDataset/2kfaces/Google_1_Becky Richmond_3_oval.jpg,684.064423491,133.377705429,66.4722350407
eDataset,49.0,32.0,57.008771255,11.6365239682,246.050807761,8.53806796848,30.6472249341,174.002873539,140.014284985,118.207444774,73.5272058493,115.393349028,69.4451673864,40.049968789,128.336059999,94.6902846125,1.90155718936,0.707182695812,1.2427508633,0.561317132356,0.0472931752352,0.278591878607,0.0347004264939,0.480418844585,0.282239135966,0.162771133139,0.384840372905,0.521583575225,0.138136464022,0.56904623179,../../../MIT2kFaceDataset/2kfaces/Google_1_Belinda Barrington_19_oval.jpg,684.851906968,119.423482944,42.1486994846
eDataset,0.0,34.0147027034,54.3323108288,14.0553851381,242.002066107,6.05177990985,23.0529523516,147.410990092,127.141653285,103.817146946,61.5995129851,106.198516939,65.8189811292,46.0977222865,117.221142834,83.3846508657,1.64789899788,0.609131122158,1.15942325968,0.626049254753,0.0580796080143,0.262516480213,0.0250071414976,0.428992812401,0.271976938825,0.19048482944,0.344561731258,0.484380752278,0.0837568750283,0.52537424713,../../../MIT2kFaceDataset/2kfaces/Google_1_Belinda Dupuis_9_oval.jpg,671.331731927,112.356384353,55.5993825811
eDataset,1.0,28.0,57.008771255,21.0692871479,252.01785651,8.87774102313,30.2817197574,165.075740192,134.093251135,124.064499354,77.0259696466,122.873156141,73.2840240026,38.0131556175,119.786447466,97.684440931,1.6922836233,0.655016047188,1.23105181502,0.491152490812,0.0836023583393,0.293171626125,0.0352266349141,0.492284559008,0.290789013991,0.150835167571,0.387609204696,0.475309365474,0.122937673886,0.532078373303,../../../MIT2kFaceDataset/2kfaces/Google_1_Belinda Humes_3_oval.jpg,691.75567077,106.43330933,27.3407545527
eDataset,2.0,30.0166620396,58.137767415,11.0,244.663033579,8.77931069216,24.5433963806,164.195006014,140.356688476,109.457754408,65.5686662972,112.285350781,73.45468966,49.040799341,114.634209154,87.8208403513,1.67909094609,0.671106720179,1.16984098013,0.516302282909,0.0449597956794,0.357705614822,0.0358832740841,0.447381661245,0.300227985346,0.200442210757,0.358946094417,0.468539147403,0.0974332623499,0.573673457829,../../../MIT2kFaceDataset/2kfaces/Google_1_Belinda Penner_7_oval.jpg,721.311507838,118.635289698,34.6167709501
eDataset,3.0,31.0483493925,52.6117857519,16.7749541983,234.307490277,8.89934891925,27.8096580581,151.907866814,135.203550249,110.652609549,68.3117852204,113.856269041,65.2241766,41.4366987102,111.472121227,93.135653753,1.75815875265,0.648326976804,1.123549393,0.590140573045,0.0715937598854,0.320009289603,0.0379814956352,0.472253829436,0.278370002269,0.176847520586,0.397493283902,0.475751420048,0.0712922858124,0.577034690992,../../../MIT2kFaceDataset/2kfaces/Google_1_Belinda Steib_3_oval.jpg,646.877319856,99.338715396,34.3469178882
eDataset,4.0,33.0151480384,61.0081961707,15.0967664033,245.277393985,8.03893375962,26.0778382344,161.0,128.56126944,122.711042698,67.507407001,118.557211927,76.6762290909,38.8329756779,119.068146637,97.4166310237,1.62419248282,0.656399668083,1.25232117497,0.541159223034,0.061549766809,0.308266877314,0.0327748661587,0.50029495464,0.312610256678,0.158322685377,0.397169219067,0.485442807028,0.132253242066,0.524146426017,../../../MIT2kFaceDataset/2kfaces/Google_1_Benjamin Barber_9_oval.jpg,794.831994607,153.343847119,21.8886754864
eDataset,5.0,31.0,54.0370243444,15.0,242.132195298,8.78503916055,28.0713376952,177.045191971,158.154987275,108.115678789,73.0068489938,110.284291719,73.4039719539,49.040799341,123.383727157,81.0555365166,1.76903725554,0.731192280121,1.11944109396,0.573680737903,0.0619496303724,0.312954062109,0.0362819952536,0.446515089229,0.303156595361,0.202537292823,0.334757368456,0.509571752757,0.078016079904,0.653176200217,../../../MIT2kFaceDataset/2kfaces/Google_1_Benjamin Gilstrap_3_oval.jpg,714.293266774,96.3006906843,51.9303161154
eDataset,6.0,31.064449134,47.0425339454,12.0622577483,249.050195744,6.53553390593,24.0520067283,145.086181285,122.065556157,124.004032193,64.0488095127,125.506224945,60.8312967462,41.0487515035,109.731597351,106.529338682,1.80061171311,0.582557989373,1.18859230935,0.660348126019,0.0484330386181,0.271725098857,0.0262418340464,0.497907788517,0.24425315774,0.164821197514,0.427742441092,0.440600325663,0.0924336761085,0.490124313265,../../../MIT2kFaceDataset/2kfaces/Google_1_Benjamin Keck_17_oval.jpg,628.431331324,102.551429822,57.5126223998
eDataset,7.0,27.0739727414,52.2398315464,14.5,243.673962499,9.77493781056,25.0369863707,163.027605024,131.64345787,118.680242669,61.5,117.340583346,76.0216865036,40.4474968323,115.108775689,95.2732911156,1.67350896157,0.669039906244,1.23840263437,0.518263017699,0.0595057422274,0.390419903811,0.0401148227341,0.487045236397,0.311981164191,0.165990228983,0.390986751882,0.472388492017,0.128795653144,0.5402442531,../../../MIT2kFaceDataset/2kfaces/Google_1_Benjamin Mcshane_15_oval.jpg,809.9201541,164.768782737,48.8289807017
eDataset,8.0,30.0,55.0090901579,21.5712027536,248.290152845,9.58508930905,27.1670580491,160.199875156,124.145076423,128.097619025,66.0018939122,125.069230828,72.6211841381,33.5261092285,118.06979739,101.264505134,1.66008004982,0.645212358686,1.29042471737,0.545364410025,0.0868790103286,0.352820290358,0.0386043876457,0.51591904696,0.292485156201,0.135027945508,0.407847447727,0.475531534525,0.145212358686,0.5,../../../MIT2kFaceDataset/2kfaces/Google_1_Benjamin Quintana_19_oval.jpg,757.537778624,143.714887169,32.4732301165
eDataset,9.0,32.0624390838,53.1507290637,17.1406140924,252.031744032,7.07945526582,24.2382022949,159.803003726,132.003787824,127.67536959,63.1981012373,126.930098873,64.6595872967,33.2415402772,116.06924328,101.636607578,1.75090441387,0.634059032286,1.21059407734,0.603236110747,0.0680097428131,0.292078396726,0.028089538058,0.506584478397,0.256553346266,0.131894259609,0.403269072189,0.460534222487,0.110300454448,0.523758577838,../../../MIT2kFaceDataset/2kfaces/Google_1_Bernice Branton_7_oval.jpg,713.372911798,138.735152387,31.1750209973
eDataset,10.0,30.0665927567,56.1426753905,16.1326381514,245.203996705,9.06901099205,27.6421356237,152.47294842,128.097619025,123.101584068,72.2097638827,123.006351462,74.6893307529,34.5253530033,111.316267079,102.559738689,1.61074457158,0.621820812342,1.19028713867,0.535539009276,0.0657927210332,0.328086480564,0.0369855757407,0.502037428925,0.304600788554,0.140802570379,0.418262916051,0.453974113696,0.0994083690415,0.5224124433,../../../MIT2kFaceDataset/2kfaces/Google_1_Bessie Wolfe_19_oval.jpg,678.234474955,98.2390749788,38.983239585
eDataset,11.0,28.1602556807,63.1268564083,17.7431725833,244.051224131,10.153882032,28.2231950557,161.124175716,137.364478669,117.08543889,71.8418401769,116.107708616,77.3142803798,35.5105618091,116.115502646,91.8177542744,1.5677519427,0.660206382037,1.17296827591,0.446089941474,0.0727026575935,0.359770820136,0.0416055361663,0.479757638203,0.316795298426,0.145504542891,0.376223289194,0.475783324011,0.0973553692717,0.562851012765,../../../MIT2kFaceDataset/2kfaces/Google_1_Beth Hollister_3_oval.jpg,721.775072175,114.825452952,14.5520031064
eDataset,12.0,32.0156211872,49.0,12.6117675051,244.902021225,6.53823660949,23.0217699222,159.050306507,130.061523903,115.693560754,64.1248781675,114.94618306,64.8656592389,42.1070065429,117.211112641,96.5660395791,1.96358403095,0.649444646115,1.22288515261,0.653380024228,0.0514971964789,0.284002343503,0.0266973566686,0.472407537413,0.264863715352,0.17193409157,0.394304788079,0.478604104836,0.118368898954,0.531075747161,../../../MIT2kFaceDataset/2kfaces/Google_1_Betty Fritz_7_oval.jpg,725.149048234,127.284279006,32.2379191386
eDataset,13.0,29.0,51.0881590978,16.0909190441,232.939906414,7.07106781187,25.0201205193,159.003144623,131.186889589,109.004587059,64.1580080738,107.617668159,67.0529460029,43.7378554573,113.851570026,86.8158971618,1.78475054539,0.682592978897,1.21203532702,0.567646212198,0.0690775543435,0.282615257844,0.0303557596495,0.467951536247,0.287855125535,0.187764544644,0.372696540058,0.488759404858,0.119413867132,0.563179111766,../../../MIT2kFaceDataset/2kfaces/Google_1_Beulah Clouse_5_oval.jpg,759.73480341,151.003791602,42.5492910374
eDataset,14.0,31.0161248385,61.0081961707,17.0,249.128480909,11.1803398875,31.5758791369,162.077142127,136.444127759,112.641022723,74.5067111071,108.741953725,73.308559352,35.0570962859,128.438393313,86.3712915268,1.67054331541,0.650576527965,1.18786454784,0.508392753521,0.0682378824692,0.35407849894,0.0448778070123,0.452140286456,0.294260050415,0.140718942122,0.346693767054,0.51555082279,0.102890742455,0.547685785509,../../../MIT2kFaceDataset/2kfaces/Google_1_Beulah Stoops_5_oval.jpg,751.824582911,132.187727952,48.3631654365
eDataset,15.0,37.0540146273,60.0,19.5,241.207379655,9.76282049624,33.0606059078,191.023558757,165.10905487,100.284595028,85.5526153896,104.222418414,71.7537309024,45.0444225182,126.676902599,75.8040236399,1.93922553529,0.791947406542,1.15695386245,0.617566910455,0.0808432976963,0.295300712983,0.0404748001914,0.415760890781,0.297477345034,0.186745623549,0.314269089728,0.525178387081,0.107436612942,0.6845107936,../../../MIT2kFaceDataset/2kfaces/Google_1_Beverly Wiener_1_oval.jpg,764.775560873,135.637061911,113.118154901
eDataset,16.0,37.2155881319,48.0104155366,11.216116702,234.173012963,6.19545259906,26.2522673429,165.19382555,140.513344562,123.761868118,66.4172417374,120.279881942,63.150711001,44.3846820423,112.091183639,102.107786187,2.03880854653,0.705434940861,1.17564510378,0.775156551258,0.0478967091898,0.235996857648,0.0264567318013,0.528506109871,0.269675442964,0.189537989373,0.436035668223,0.478668238586,0.105394215483,0.600040725378,../../../MIT2kFaceDataset/2kfaces/Google_1_Billy Kiely_1_oval.jpg,789.706081034,190.844533585,43.2981769305
