pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
68,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
69,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,7.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,6.0,6.0,7.0,4.0,5.0,3.0,6.0,4.0,4.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,6.0,4.0
70,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0
71,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,6.0,3.0,4.0,6.0,6.0,4.0,7.0,7.0,4.0,7.0,5.0,7.0,7.0,6.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,6.0,4.0,3.0,3.0,5.0,7.0,6.0,7.0,7.0,3.0,3.0,3.0,6.0,5.0
72,6.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,7.0,6.0,3.0,3.0,3.0,6.0,2.0,4.0,5.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0
73,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,6.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,6.0,6.0,6.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0
74,6.0,4.0,2.0,5.0,6.0,6.0,7.0,5.0,4.0,7.0,5.0,4.0,4.0,2.0,4.0,3.0,7.0,4.0,2.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,7.0,6.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0
75,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
76,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0
77,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,6.0,6.0,5.0,4.0,7.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0
78,3.0,3.0,4.0,4.0,4.0,6.0,7.0,4.0,3.0,6.0,5.0,4.0,3.0,1.0,4.0,2.0,6.0,2.0,1.0,5.0,5.0,7.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,6.0,5.0,6.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,7.0,5.0,1.0,3.0,5.0,3.0,4.0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,4.0,4.0,3.0
79,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,7.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
80,4.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,7.0,3.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,6.0,5.0,5.0,6.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0
81,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,7.0,7.0,6.0,5.0,5.0,7.0,4.0,4.0,7.0,3.0,6.0,6.0,7.0,7.0,6.0,4.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,5.0,3.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0
82,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,7.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,7.0,2.0,5.0,4.0,7.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0
83,2.0,2.0,2.0,2.0,3.0,6.0,5.0,5.0,3.0,7.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,6.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0
84,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,7.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,6.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0
85,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,6.0,4.0,3.0,5.0,6.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0
86,5.0,4.0,2.0,7.0,4.0,7.0,6.0,4.0,3.0,6.0,7.0,4.0,3.0,1.0,6.0,2.0,7.0,4.0,3.0,5.0,5.0,6.0,5.0,4.0,7.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,4.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,7.0,6.0,4.0,4.0,6.0,5.0,6.0,4.0,5.0,7.0,5.0,6.0,6.0,3.0,6.0,4.0,5.0,2.0
87,5.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,6.0,7.0,6.0,5.0,4.0,3.0,6.0,4.0,5.0,7.0,2.0,6.0,5.0,7.0,6.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,5.0,4.0
88,6.0,5.0,3.0,5.0,7.0,7.0,6.0,4.0,4.0,7.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,6.0,5.0
89,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
90,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
91,5.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0
92,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
93,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,6.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
94,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,7.0,5.0,4.0,4.0,7.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
95,5.0,4.0,2.0,3.0,4.0,4.0,6.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0
96,4.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0
97,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,6.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0
98,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,4.0,5.0,6.0,7.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0
99,5.0,4.0,3.0,2.0,5.0,5.0,7.0,4.0,2.0,3.0,5.0,2.0,1.0,4.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,7.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,6.0,1.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0
100,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
101,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,3.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0
102,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
103,3.0,4.0,2.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,7.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,6.0,7.0,7.0,5.0,4.0,4.0,5.0,4.0,4.0,7.0,5.0,7.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
104,4.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,6.0,5.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,3.0,4.0,4.0,6.0,4.0
105,4.0,4.0,3.0,2.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
106,4.0,4.0,2.0,4.0,5.0,5.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,7.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,3.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0
107,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
108,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
109,4.0,3.0,1.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,6.0,6.0,6.0,5.0,3.0,7.0,7.0,4.0,5.0,7.0,4.0,4.0,6.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,6.0,6.0,6.0,3.0,4.0,3.0,5.0,4.0,6.0,4.0
110,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,6.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0
111,5.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
112,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
113,5.0,5.0,3.0,3.0,5.0,4.0,6.0,6.0,3.0,7.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,7.0,6.0,4.0,4.0,4.0,5.0,4.0,3.0,6.0,4.0,5.0,5.0,7.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
114,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
115,4.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
116,3.0,3.0,2.0,2.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,6.0,6.0,6.0,3.0,3.0,7.0,5.0,3.0,4.0,6.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0
117,4.0,3.0,3.0,3.0,4.0,7.0,6.0,5.0,3.0,6.0,6.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,6.0,6.0,4.0,3.0,6.0,6.0,2.0,3.0,6.0,3.0,6.0,6.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
118,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
119,2.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,4.0,7.0,2.0,1.0,7.0,1.0,7.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,7.0,1.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
120,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0
121,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
122,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0
123,6.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0
124,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,6.0,7.0,4.0,3.0,2.0,6.0,4.0,2.0,7.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,2.0,6.0,6.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,7.0,7.0,6.0,6.0,2.0,2.0,2.0,6.0,2.0
